timestamp,rx_gbps,tx_gbps
2024-12-05 03:42:11,0.000000,0.000000
2024-12-05 03:42:12,0.000000,0.000000
2024-12-05 03:42:13,0.000008,0.000004
2024-12-05 03:42:14,0.000000,0.000000
2024-12-05 03:42:15,0.000000,0.000000
2024-12-05 03:42:16,0.000004,0.000003
2024-12-05 03:42:17,0.000000,0.000000
2024-12-05 03:42:19,0.000000,0.000000
2024-12-05 03:42:20,0.000000,0.000000
2024-12-05 03:42:21,0.000051,0.000051
2024-12-05 03:42:22,2.090854,2.127987
2024-12-05 03:42:23,3.066241,3.056285
2024-12-05 03:42:24,3.073292,3.056531
2024-12-05 03:42:25,3.073062,3.052800
2024-12-05 03:42:26,3.029789,3.071020
2024-12-05 03:42:27,3.081394,3.049087
2024-12-05 03:42:29,3.070195,3.053817
2024-12-05 03:42:30,3.028768,3.064430
2024-12-05 03:42:31,3.067280,3.057933
2024-12-05 03:42:32,3.071422,3.067319
2024-12-05 03:42:33,3.075565,3.052045
2024-12-05 03:42:34,3.070070,3.059848
2024-12-05 03:42:35,3.066937,3.053885
2024-12-05 03:42:36,3.027561,3.064295
2024-12-05 03:42:38,3.030503,2.995468
2024-12-05 03:42:39,3.067625,3.056805
2024-12-05 03:42:40,0.780489,0.774653
2024-12-05 03:42:41,0.000006,0.000006
2024-12-05 03:42:42,0.000004,0.000001
2024-12-05 03:42:43,0.000000,0.000001
2024-12-05 03:42:44,0.000000,0.000000
2024-12-05 03:42:45,0.000000,0.000000
2024-12-05 03:42:46,0.000000,0.000000
2024-12-05 03:42:48,0.000000,0.000000
2024-12-05 03:42:49,0.000000,0.000000
2024-12-05 03:42:50,0.000000,0.000000
2024-12-05 03:42:51,0.000000,0.000000
2024-12-05 03:42:52,0.000000,0.000000
2024-12-05 03:42:53,0.000000,0.000000
2024-12-05 03:42:54,0.000000,0.000000
2024-12-05 03:42:55,0.000000,0.000000
2024-12-05 03:42:57,0.000000,0.000000
2024-12-05 03:42:58,0.000000,0.000000
2024-12-05 03:42:59,0.000000,0.000000
2024-12-05 03:43:00,0.000000,0.000000
2024-12-05 03:43:01,0.000000,0.000000
2024-12-05 03:43:02,0.000000,0.000000
2024-12-05 03:43:03,0.000000,0.000000
2024-12-05 03:43:04,0.000000,0.000000
2024-12-05 03:43:05,0.000000,0.000000
2024-12-05 03:43:07,0.000000,0.000000
2024-12-05 03:43:08,0.000000,0.000000
2024-12-05 03:43:09,0.000000,0.000000
2024-12-05 03:43:10,0.000004,0.000003
2024-12-05 03:43:11,0.000002,0.000000
2024-12-05 03:43:12,0.000004,0.000003
2024-12-05 03:43:13,0.000006,0.000003
2024-12-05 03:43:14,0.000000,0.000000
2024-12-05 03:43:15,0.000004,0.000003
2024-12-05 03:43:16,0.000010,0.000007
2024-12-05 03:43:18,0.000000,0.000000
2024-12-05 03:43:19,0.000000,0.000000
2024-12-05 03:43:20,0.000000,0.000000
